TIME,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23,Sensor_24,Sensor_25,Sensor_26,Sensor_27,Sensor_28,Sensor_29,Sensor_30,Sensor_31,Sensor_32,Sensor_33,Sensor_34,Sensor_35,Sensor_36,Sensor_37,Sensor_38,Sensor_39,Sensor_40,Sensor_41,Sensor_42,Sensor_43,Sensor_44,Sensor_45,Sensor_46,Sensor_47,Sensor_48,Sensor_49,Sensor_50,Sensor_51,Sensor_52,Sensor_53,Sensor_54,Sensor_55,Sensor_56,Sensor_57,Sensor_58,Sensor_59,Sensor_60,Sensor_61,Sensor_62,Sensor_63,Sensor_64,Sensor_65,Sensor_66,Sensor_67,Sensor_68,Sensor_69,Sensor_70,Sensor_71,Sensor_72,Sensor_73,Sensor_74,Sensor_75,Sensor_76,Sensor_77,Sensor_78,Sensor_79,Sensor_80,Sensor_81,Sensor_82,Sensor_83,Sensor_84,Sensor_85,Sensor_86,Sensor_87,Sensor_88,Sensor_89,Sensor_90,Sensor_91,Sensor_92,Sensor_93,Sensor_94,Sensor_95,Sensor_96,Sensor_97,Sensor_98,Sensor_99,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,X,Y,Z,PPG,RSP
9040,61288,38377,6214,17107,52144,19726,31516,25553,18062,6532,41173,19617,44561,9209,52708,7037,25992,8956,57235,15399,41761,44413,63062,30381,28213,30056,2264,16974,21211,15774,23370,28645,56726,32966,61818,17081,14486,25712,32543,1313,31375,4363,30825,29771,47968,55917,2419,17614,39618,7334,40524,33158,14067,8834,65379,62366,32505,62269,6337,24526,63019,32406,37141,16089,58802,29730,23043,35471,22069,31819,18886,54356,45865,1583,787,53416,43730,15833,29875,18644,18352,8748,50296,21102,50586,32051,24291,47686,62883,23645,45354,46140,12743,14517,19347,64042,25400,56752,36671,6998,7062,25626,55671,33174,61403,59859,6127,46643,46922,1177,48172,13508,29055,39341,21275,7281,4295,28367,27079,4526,58777,5682,44886,30777,23399,42226,26187,4752,108,219,110,-0.27134398622607697,0.297857615327467
9060,60105,2143,5936,22010,37008,52202,41520,7949,38101,30500,44684,14724,29731,54231,23083,64302,60534,8122,22805,22057,41609,12787,48437,9087,15619,41560,15977,15162,14250,28456,62101,57794,59307,37659,10281,7441,55107,19553,65062,46579,38557,5504,11341,65057,1477,14433,15265,20031,35971,41029,4805,5782,65411,56819,64751,18335,46826,49754,51674,27277,39598,9029,61942,46766,29384,59901,37373,46116,38937,37329,47091,43281,61989,26141,49793,34246,20511,7282,1633,28811,9992,21137,28582,16603,60713,40035,22167,27769,37484,42245,52348,47160,44517,28366,10804,50480,12276,14801,20832,23728,17313,38181,35840,28887,19517,52365,33189,45270,19572,64204,27968,60359,60655,27775,37002,325,4735,15223,13115,52148,22734,36550,42556,6282,16687,20951,35638,54261,142,176,240,1.1206428060992306,0.312449596137708
9080,65519,62395,7653,63484,61318,49442,36311,53947,33826,54898,23621,5744,8701,56852,36177,63737,24731,56777,33743,2196,49539,37441,15170,45045,30363,36167,6186,23686,18290,47395,32585,47805,61484,17804,61598,9249,8220,19497,38,3642,8877,43317,15023,50827,40015,27117,6301,63464,15073,51388,53408,13575,28310,38185,8731,37809,50341,19098,30396,64706,16160,33433,3269,43538,55449,28187,36355,48269,5246,31809,35848,42231,41832,28373,57666,53716,46000,27523,35375,10607,41239,33269,51360,10599,24634,29054,42708,22043,33486,42408,63570,14369,8125,5527,10209,62024,64663,21944,19817,43274,2753,31594,8480,48300,1811,45583,18520,15008,40742,37056,33300,15311,5934,10070,54062,61145,56750,1640,52985,43855,22321,39790,29814,8387,24294,29869,12447,26347,242,135,109,1.4375261930573577,0.3267326784769179
9100,671,39159,6400,13252,52598,59522,28899,53389,15201,32941,50740,14638,24386,38778,7626,17797,27942,44068,23603,51788,32792,54506,9605,61668,28019,8400,16690,17667,26482,30047,6997,31433,64446,58094,6055,5995,42022,57814,809,60991,52371,64172,55856,19190,27748,3853,58234,47863,8930,39340,34967,19824,18470,48803,46634,64175,65423,35030,56018,35829,42559,45156,33476,23248,6812,22996,63124,37068,15383,12371,48746,8437,51012,46285,54789,4885,43311,48672,14438,53726,49829,65031,17878,20374,39101,30170,9543,52806,49398,54505,22618,19894,17294,15364,35624,27672,30898,26467,12809,39563,58551,6007,16740,65058,27135,17334,4847,41166,6072,53709,64688,42567,31533,43679,49483,11916,32763,9081,23621,52321,38121,35019,15849,11489,12617,37772,32959,23111,20,52,198,0.8724734595644847,0.3406194154306744
9120,12789,57482,30227,6519,57479,13062,42387,37851,41300,8184,37534,65181,7979,28186,62954,63921,3958,46800,20742,37512,31120,18907,56916,48375,30821,28233,56385,39494,59389,44161,8088,27371,13538,16060,51707,47738,33264,52471,40845,43529,21663,29624,53387,16720,63480,772,10653,59449,14012,60716,3791,32072,28869,8354,56416,1748,25688,5569,37110,30855,49735,39108,16290,38387,49973,25008,43877,44291,40607,46996,23050,60940,39739,26737,34296,49418,41601,49844,65170,61223,4254,26755,53639,30867,25294,29524,49498,7334,26600,7468,1544,47089,47467,62767,54257,55547,61227,36500,52476,8714,25599,5333,47355,2718,61874,26713,31501,47804,37802,32269,194,22633,53520,30106,26311,60133,46517,56448,20462,46195,55939,31816,42794,3363,50711,15314,53237,21560,171,45,93,-0.071241058462725,0.3540567107823708
9140,24378,47901,56973,59038,8459,35439,56237,6366,64144,27795,47796,8980,45083,5309,38221,28920,1882,58228,21806,7869,30466,32905,56295,19668,5194,7250,20432,19633,56841,52992,7624,35875,27381,61430,21653,27359,24861,7390,9591,50993,49048,7078,23011,43839,10780,9666,53051,40818,6439,10695,13763,14652,22065,1460,55607,65254,45718,11990,62609,24857,24493,17327,50989,45770,34584,26669,47609,64987,57707,43645,37065,44018,23011,23300,42514,3403,21981,29670,12,668,54373,22336,57360,57140,39487,22097,22092,22459,62917,15506,22865,43637,39756,61344,5832,30653,28692,62919,9768,37967,6813,14473,44858,37990,46126,18498,47551,59115,62748,37246,5987,64368,52171,8389,33156,57714,45618,20541,20908,11217,53848,56816,35340,43952,56723,11367,63809,38396,230,123,99,-0.8680493182330901,0.36709420471761145
9160,32980,10360,53671,32690,34402,1963,9725,1508,48015,18706,28757,13350,64005,53275,60123,52134,51567,26267,43851,42928,3501,43822,36909,7420,3951,1238,41857,58100,29668,42699,17810,18989,12606,21431,23118,32280,40715,50819,24394,60124,22247,44286,27062,17376,39233,24558,37819,15187,22601,11547,30669,39351,18024,3264,63980,64718,56501,2256,63709,19013,61154,35231,33291,13963,51424,59469,57672,16420,42030,49577,2458,16424,56830,20994,5674,27070,5826,58988,45521,30857,24530,40353,57431,47825,57981,29543,19633,57007,57384,30009,18625,16721,20134,59016,12841,29283,50969,52512,58282,21057,3861,38502,64585,19755,20345,62731,50262,44723,49234,12194,64551,16412,7039,31181,51933,59043,65523,55715,28408,37071,27541,35526,49302,50381,43814,58285,47432,11525,219,130,2,-1.051331504711091,0.3796462666650317
9180,55027,56513,17479,9595,36748,41236,59219,38554,14094,22832,35865,43244,51089,43277,2493,29126,47784,52712,48206,33549,62134,32942,3930,49787,28264,43415,44359,36256,21136,1241,34076,8596,54194,29384,25888,65505,57840,35441,28993,2798,41463,20026,65332,45609,14615,29253,62871,58645,1467,21498,34910,32597,43965,51545,53413,1513,31207,56098,4599,47875,35564,34372,24770,53360,56917,52591,233,17257,6440,2821,2420,50369,27755,65057,38680,33091,23308,29222,15905,15806,54343,11807,63788,3480,11118,5207,40002,41264,912,55201,6846,63848,34748,59903,15440,25263,35925,16297,37969,19876,38857,9245,53192,58146,3371,36667,5104,68,50273,48747,29397,56853,15805,32098,44390,40548,21970,33129,1406,38915,20987,30720,34285,435,54142,31011,61989,27509,63,235,13,-0.7299488473316431,0.39172032546613117
9200,41007,13602,53482,47263,30076,60546,23453,31063,39296,28813,41008,37283,21559,47344,15115,62022,48206,16937,41869,8574,30919,16236,34532,51019,48395,61424,48435,38423,63755,12906,15930,15179,5214,63555,8822,22542,32066,46630,8660,23406,30680,28642,48658,14061,33377,22662,39722,45603,63386,150,61250,35236,15925,49728,31175,57843,65522,42104,33055,17272,56291,54762,12003,48385,40369,34392,55004,24830,47928,29475,64178,33657,53528,29667,9265,64449,54699,18592,409,43316,46143,44703,29258,30077,58389,20295,25960,60538,13188,57166,6959,61765,37982,28864,54286,46496,50264,28026,47755,44931,13240,30212,30651,11814,7924,19313,36178,27123,2704,4035,7557,9094,18107,45412,30494,6813,26355,12606,30066,61460,14794,59629,38424,28861,52897,10785,36203,14633,77,145,47,-0.2929692804132323,0.40321403389192345
9220,56155,62848,15443,32828,43371,39182,10317,50802,1811,19712,26684,12605,21841,20185,31839,55934,6263,59613,24246,59890,30864,34209,60288,326,58144,46412,16607,42452,18296,16454,15852,34353,22405,59371,12479,49587,32181,33108,50920,59847,17706,34239,48899,35333,39593,25876,17074,8162,36218,7973,35328,19979,5131,34548,44714,10120,2349,63412,12564,28346,24135,15937,52042,23067,19649,30523,4771,53899,40799,40681,30121,61655,7835,43612,47774,23632,43841,29837,54576,64895,59732,45433,14197,44680,52769,34819,56095,62647,60989,16595,44738,25737,29984,35137,16413,43273,15918,31145,18538,20699,31801,18912,43060,3080,55126,24444,60162,15675,48126,31677,64644,27149,12747,64722,54204,62929,43978,57180,42317,28171,5569,46049,19919,57186,30266,60873,36291,20356,130,77,84,0.0187651138084578,0.41421017974702795
9240,46782,469,29263,53952,19250,50484,16901,51796,27096,59971,56146,60133,4806,37238,35071,24815,44343,30599,6742,12497,62299,35481,22668,4920,6132,65236,31127,47571,27791,48421,45760,16795,30178,49397,21157,55479,61692,23041,13657,54327,47537,57709,21705,5132,33851,56444,6033,28123,60875,56828,59008,15788,9106,29815,1542,23800,64573,38487,41842,21333,64189,19388,31932,45574,28186,18831,30407,44656,35593,20377,61870,995,54200,2841,55559,11700,20425,9127,42986,20742,18493,9847,14797,32984,30230,55718,36126,55641,11289,23962,10357,7006,53051,8847,14697,20528,23134,3801,42269,26134,13236,4289,50218,65179,8356,39404,6853,22756,37085,18286,41121,41604,6661,65064,29441,3289,46800,3360,42170,56915,16889,33091,38055,30794,13075,17509,12744,43184,76,59,245,0.07352873075345917,0.4246132393594921
9260,41273,34746,14106,56223,59229,15254,55987,11619,47074,56544,14022,24027,35084,36507,5245,18114,57894,64195,11414,3930,53221,12407,56487,64582,21730,47032,20220,2490,21987,19482,3202,37532,43545,46578,42545,327,48420,23007,1420,37285,24695,28835,33804,18557,54800,1613,26866,18066,54816,26928,5044,5396,52063,41701,60538,47620,48465,10616,57277,19715,32671,32145,18410,3769,27103,65208,10585,9884,46992,33820,12137,65203,64436,53102,63335,60228,2328,52384,9088,57190,2958,38387,40081,34554,40950,6223,44725,35600,30544,1601,25151,50448,59347,28194,47590,15404,60565,3773,43744,13123,48142,54795,51144,37588,49640,32150,58076,3711,21882,25838,16850,14756,621,54153,59853,5696,15010,16705,17792,28314,54714,48511,42374,62234,31268,5398,48148,933,67,144,58,-0.07048094250361292,0.4345043701849354
9280,52220,39354,48109,62425,12984,57930,47188,28318,36336,14294,18646,5540,23624,35257,46810,64377,15055,17391,8909,17220,28469,50583,27666,25287,1967,52940,44816,24366,21695,61695,65335,35599,1161,27751,37003,27849,48722,17530,31055,54464,2785,14205,5649,22984,59745,34250,64366,46144,20043,10775,21586,40797,6912,6139,64138,39544,55426,11369,52266,51465,52395,39918,19078,18529,9935,18001,54081,50296,31271,57059,56977,2297,18963,46382,53763,14991,46664,32249,8342,48533,52627,11455,2456,50117,24855,969,11824,41498,20692,63374,2043,17861,50723,61428,5444,19325,23543,21600,46368,5372,23098,9900,33461,25222,44980,36133,964,60295,63831,46826,64291,57477,43016,34672,59052,63078,47670,8403,3650,7662,56654,46536,53319,17418,64063,58235,4340,49175,94,220,86,-0.20764944738004384,0.4437607968748028
9300,43679,25425,9458,13415,48387,58460,28414,52996,36675,1492,55763,12954,5793,56344,58988,36421,46951,22993,27320,60102,49660,49266,15172,1241,4216,39040,37493,15366,16799,15765,12684,17282,8752,55446,18150,47922,13515,13419,20309,36288,36625,38461,49674,2658,12434,39394,55671,35464,52613,51866,39039,23183,38157,15543,9881,57725,5430,60577,61635,35718,42305,32883,49500,6906,40217,27756,4661,29787,9458,21714,61621,31945,62084,22361,15585,13688,15071,52152,65444,25260,8832,43576,8444,19404,61396,2848,5067,29367,61613,50998,34766,63414,16348,7248,49981,41749,14951,30012,9706,38083,24584,55016,23303,3545,56662,9496,57587,52992,46588,8755,54659,42877,64999,16810,30061,50841,27140,24433,15318,22844,45135,63401,42565,26198,31092,24183,17071,15960,250,212,110,-0.24045037319751897,0.45249523613871395
9320,49256,27981,17890,43817,1212,22828,40455,21623,21580,14797,56223,32952,4648,9267,12897,21322,37921,58651,7607,20330,33048,37424,24614,50690,31448,11847,55956,9115,14928,56821,48042,29677,57256,39322,15250,26150,1220,42359,23931,31166,14130,4862,33411,57569,53574,11851,14913,29943,18671,10859,57202,13523,30578,29011,29360,37372,51922,57152,34464,34594,454,22049,56804,28045,1051,51281,18120,35199,53702,17896,14864,37968,40435,25234,58666,51281,43404,63819,44501,38384,11420,54141,55051,34609,41318,54819,36290,3878,9227,33093,45738,30687,46928,18834,14013,32588,42731,16568,37634,3849,45331,8606,28724,34002,57330,46094,1580,14300,22228,28126,41906,53583,34762,6619,7423,13420,22616,64907,30647,25130,12438,2810,59217,31300,1145,2310,18794,41132,244,153,54,-0.18615837958677567,0.4605886306255377
9340,30886,35522,47057,55549,40905,40993,24088,6513,17257,54451,58572,6733,5003,52440,14279,7471,45221,35482,38932,65074,54165,40513,17914,61320,16027,43349,15582,49879,57459,42768,57262,12207,32687,28879,9522,24061,37564,57530,32341,20910,13615,22990,61617,14664,8385,16549,61661,63380,45802,57620,14229,47911,47495,5434,61854,56725,32312,20514,32685,27117,25531,53488,55296,58239,65205,2366,664,22222,60610,27219,27126,27454,19613,29065,58533,61803,44689,2455,16890,23274,24152,26462,64553,27443,61683,14471,46509,62979,35487,24703,60609,52312,21079,6145,34658,33331,37000,24159,25203,19513,29507,62192,43543,9457,21330,20097,29278,52643,33470,56474,31767,25915,20932,26822,59800,6753,44589,52953,29853,38910,5273,51474,4963,61717,19366,26629,17112,6341,195,123,191,-0.08610425320716455,0.46805806711971243
9360,12320,10886,28104,1191,54868,8821,42245,39481,27944,30496,40444,44705,5966,18193,6934,29085,4553,27437,4364,60878,32832,9621,483,6227,3304,20397,13512,40760,32693,21929,39278,11492,40258,805,55948,62783,46223,39945,49721,60532,25266,36453,13617,55419,1390,37879,42298,52074,7877,13422,63905,55071,65099,41834,48045,52526,48180,23243,41279,58947,43800,45204,65083,1773,7380,10668,5658,19251,39686,29459,22769,61739,28284,53951,57729,51854,33077,38885,36263,29448,57115,44301,1739,38930,57565,49258,55030,61509,24106,57750,62534,46072,9626,12714,61178,39922,28115,11415,25271,64472,6640,31053,19415,2464,29213,25229,35620,9911,12104,27774,35557,46840,29861,60879,39331,40451,12096,57911,11121,64609,14067,42636,24044,59297,31352,42592,7735,5491,108,34,20,-0.0053453506900655035,0.47494649355815094
9380,42846,8108,1292,18887,56771,43790,7988,28626,62532,15498,873,46826,52844,12331,32425,31390,18580,19538,28895,56576,38109,54455,50927,62964,21076,20703,21687,5346,61898,53164,38481,31333,53884,2671,63202,48204,444,61011,40170,9667,38442,22009,29270,4132,55666,54158,2869,11133,30612,1311,63875,4942,164,42426,51013,51106,10993,41265,19935,6059,20310,15883,16368,49683,578,35965,16636,29545,63572,9159,35795,39597,44607,31767,42050,1318,14337,64073,56416,17226,42696,1166,50826,64779,15860,62482,34511,48141,38993,26094,25570,3031,6925,37413,16811,47113,58966,7462,65526,22474,4861,4295,63284,33876,37808,39150,54717,1284,57509,23152,50401,37775,8912,19239,63276,61078,40526,39141,25658,33597,15230,18471,56782,52861,36596,43721,60436,8993,71,49,102,0.023157079440316673,0.481235009539841
9400,42574,34672,3959,61763,4216,21846,27611,34143,54208,18117,6949,61366,54983,50227,19889,26799,40626,13354,43936,40229,7394,63325,27410,29118,45510,3360,63957,15571,21067,31412,47598,33857,17471,32443,2033,20916,12925,22242,1258,54545,56551,19929,47952,44294,15505,11388,39156,54565,30140,29430,54017,6262,52602,64272,42159,47081,38728,55229,48324,17986,47547,40536,28205,47670,42861,37693,41275,10749,29366,60139,63819,7875,55819,2983,56990,4908,25584,51004,24463,46284,23577,26711,19427,40983,55546,24705,8351,46256,38706,4054,7821,6644,59671,1598,18200,9406,36087,4582,41013,36313,2182,44710,49712,54478,64580,5359,20295,34736,15555,9431,49687,561,17125,37008,56014,64579,31902,18336,52884,15758,601,43738,12424,4368,49414,44642,2253,38388,65,80,86,0.0223641614025247,0.48689093309911435
9420,5656,27772,34759,44438,40016,13593,4696,15404,55898,54736,20388,33452,45360,56452,3899,48587,26226,62399,55324,17876,1805,23047,28412,4662,60487,29207,62832,58696,62284,32215,5711,45919,8649,343,49977,10352,7243,27102,12681,15966,64000,12724,15507,37936,60248,57047,20192,53578,45700,62335,18599,36524,10795,49017,18120,27623,43569,47943,24825,61564,59225,58356,4787,52118,22626,62294,44167,24672,40992,5413,28811,6535,60920,24174,38365,38994,27792,23199,12208,57071,17861,26561,53270,42555,34816,27643,12134,7443,50856,26432,25,53483,48603,36955,22279,48153,45621,42066,27377,4261,54941,29398,63083,47198,28233,34983,46382,62031,30682,39039,51528,54008,2284,14594,7549,47139,11073,4846,29166,37524,18672,34005,49088,43227,9200,37810,38339,39058,133,201,27,0.014792652884225349,0.49187815026668735
9440,12063,54270,10642,36755,10098,2903,4174,10668,19091,38695,7537,45932,25526,48629,52754,34888,41471,47130,276,32108,23119,12132,31414,46036,32414,26629,36730,56802,10660,41784,37049,49610,6669,22650,13296,14254,22991,47842,22297,58123,217,46891,59757,53039,16980,61903,23031,51086,27856,47636,18768,23475,40179,12230,20222,25508,26950,17595,23725,52056,59873,59935,17047,3150,25984,13219,44266,37444,49466,58839,33946,36744,372,32042,9484,47762,20959,36657,24955,8797,15780,27721,14349,49711,59178,19150,10817,32830,64286,52691,9949,63807,52931,65326,59183,32361,18041,64959,27729,10763,31936,40981,6455,6806,2423,52050,17912,17525,26364,17434,21082,63079,4436,35651,46284,31880,50146,26489,43282,1753,30009,18653,13338,11160,51408,31935,53766,32266,14,127,226,0.00886690084259199,0.4962389590323277
9460,1106,12796,22225,16180,46726,63078,58563,30528,33176,18761,32973,60641,23654,7586,3134,36173,60406,29323,13164,27697,53805,9544,9887,16730,2736,13268,58773,57253,43130,23814,9551,11654,4768,56183,32312,16739,21377,51105,1963,14478,6802,1087,17229,18894,39813,23546,39012,55228,16560,16606,2238,29449,59440,32592,50533,50747,59502,58505,42308,57800,30536,33157,46149,48391,48755,22380,32490,20765,8826,44766,38719,26106,42500,7932,29102,44445,37216,12536,24692,16808,29513,31461,22954,47096,40740,32861,23862,8106,19105,51340,43027,28152,21512,25845,17931,20902,55803,23188,45703,36042,27593,19853,27104,45529,38177,61935,36751,785,33530,65383,40660,7502,5336,18123,4282,4872,39145,28822,52722,42996,25347,58973,20268,20614,63713,24131,35062,7653,121,115,42,0.007964277844382181,0.4999309925379251
9480,34949,45465,32426,11697,35490,65317,47976,64557,37099,28227,27506,57696,36395,2121,61095,51479,59713,841,25898,23512,32416,970,40932,56790,59711,17999,23786,47212,43554,64841,20,12864,60477,10591,39722,14457,37972,8865,28379,34750,17060,27156,38940,11679,15845,40747,44910,22696,39957,64611,6178,32127,33734,26556,49565,36273,21022,63153,23528,17113,29205,51966,46049,13359,41960,60245,21190,55607,46903,53240,55733,21404,1173,54809,14386,23914,54919,37009,11485,40924,32415,45416,11672,4357,56372,23625,48743,45465,12028,42766,52382,28486,31852,49129,31987,12410,26296,55064,15993,53444,20705,60948,36741,4178,62863,52223,5277,12519,12683,25097,15823,35724,9876,40797,18713,21712,19381,24627,24502,34832,2782,29695,61863,9078,45596,35772,50203,45965,189,186,87,0.006755942923192258,0.502939400131289
9500,60163,21046,11354,63347,31532,3072,4179,32995,60951,62455,25744,29370,8589,3099,8950,60466,62072,62955,44899,12539,21859,11298,39254,12053,23544,25544,41034,3354,51042,32940,29480,23492,53027,37247,21676,48308,40208,37970,44092,17126,26870,43465,30063,41915,57312,26718,14237,18278,18936,35159,18965,26128,21239,7980,62701,3209,25808,11977,52453,43686,16218,56849,10978,53806,49418,60407,27592,63594,55029,29862,61579,7474,23458,61930,53815,32427,25470,46314,26866,59215,4567,32956,8208,41306,22178,45399,30380,13485,40302,65077,20150,29935,19539,52357,38774,15752,18118,46997,8163,52900,51252,25026,44054,24388,53287,19104,11487,23699,48678,22555,60650,48578,50167,29080,51297,49049,63509,64733,32605,3178,3819,23511,34070,22633,19676,52543,32976,50092,105,66,169,0.0004098976894604336,0.5052566820134227
9520,23460,6662,13974,49257,23756,31361,56020,5933,51582,20430,35639,42310,10661,2269,48147,29465,52001,7925,52704,3562,41217,45489,25389,4835,12156,46119,20798,50508,38055,12744,36756,63859,41513,42827,17426,23102,56849,17009,24988,36119,14308,37539,61197,29844,18017,5039,38389,2707,51065,24220,33359,43871,37205,58196,15626,11826,21892,49691,10486,44879,22897,14611,10682,4070,48868,39049,34051,23872,937,7785,57052,16835,53781,56621,64559,40521,65376,43352,56470,14238,2772,62650,17421,58652,5955,11472,31948,1496,65501,7203,7512,62074,47119,48678,33140,8147,34430,47851,58001,20856,40004,10151,3804,64457,3497,51705,59015,19007,51114,22081,61552,55261,8218,18951,39627,22064,15033,17253,51082,246,2097,41567,58084,4949,775,33335,12216,11041,254,6,165,-0.009411959079423911,0.5068578314397444
9540,1137,16288,5749,21366,32791,54704,48314,7161,52406,49239,16944,4476,42229,3945,40941,3093,41599,2719,10868,22087,36984,39585,51105,25508,26722,19546,22610,52629,18222,27213,61754,5302,63013,37887,30203,44747,59805,43477,44544,33076,59067,57939,39298,46152,28656,45619,7073,27677,27725,58814,1877,52743,63546,51257,40938,13458,24685,46345,3497,48491,540,8099,10760,386,33939,31003,30943,54157,16563,17408,20681,41305,22085,37833,15736,24398,23437,50651,5513,42699,58780,56260,37171,36712,39974,5802,5714,49591,27241,4125,62260,6548,60055,9112,35069,40687,38918,36136,11155,16149,352,16912,33839,35472,21691,55265,63663,12322,14880,2974,31945,64211,40446,17935,41450,22711,60785,9632,10365,14744,50553,28313,44668,5237,50485,7424,63917,41087,157,178,5,-0.01991516021052691,0.5077550387243679
